Record Length,10000,Points,-416.800001E-6,5.80000,
Sample Interval,100.0000E-9,s,-416.700001E-6,5.80000,
Trigger Point,4.16800E3,Samples,-416.600000E-6,5.80000,
,,,-416.499999E-6,6.00000,
,,,-416.399998E-6,6.00000,
,,,-416.299998E-6,5.80000,
Source,CH1,,-416.199997E-6,5.80000,
Vertical Units,V,,-416.099996E-6,5.80000,
Vertical Scale,5.00000,,-415.999995E-6,6.00000,
Vertical Offset,0,,-415.899995E-6,5.80000,
Horizontal Units,s,,-415.799994E-6,5.60000,
Horizontal Scale,100.0000E-6,,-415.699993E-6,5.80000,
Pt Fmt,Y,,-415.599992E-6,6.00000,
Yzero,0.0,,-415.499992E-6,6.00000,
Probe Atten,10.0000,,-415.399991E-6,5.80000,
,,,-415.299990E-6,5.80000,
Note,TDS 3012B - 4:56:57 PM   1/23/2013,,-415.199989E-6,5.60000,
,,,-415.099988E-6,6.00000,
,,,-414.999988E-6,5.60000,
,,,-414.899987E-6,5.60000,
,,,-414.800015E-6,5.80000,
,,,-414.700015E-6,5.80000,
,,,-414.600014E-6,6.00000,
,,,-414.500013E-6,5.80000,
,,,-414.400012E-6,6.00000,
,,,-414.300011E-6,6.00000,
,,,-414.200011E-6,6.00000,
,,,-414.100010E-6,5.60000,
,,,-414.000009E-6,6.00000,
,,,-413.900008E-6,5.80000,
,,,-413.800008E-6,5.80000,
,,,-413.700007E-6,6.00000,
,,,-413.600006E-6,5.80000,
,,,-413.500005E-6,5.80000,
,,,-413.400005E-6,5.80000,
,,,-413.300004E-6,5.80000,
,,,-413.200003E-6,5.80000,
,,,-413.100002E-6,5.80000,
,,,-413.000002E-6,5.80000,
,,,-412.900001E-6,6.00000,
,,,-412.800000E-6,5.80000,
,,,-412.699999E-6,5.80000,
,,,-412.599999E-6,6.00000,
,,,-412.499998E-6,5.80000,
,,,-412.399997E-6,5.60000,
,,,-412.299996E-6,6.00000,
,,,-412.199995E-6,6.00000,
,,,-412.099995E-6,5.80000,
,,,-411.999994E-6,6.00000,
,,,-411.899993E-6,5.80000,
,,,-411.799992E-6,6.00000,
,,,-411.699992E-6,5.60000,
,,,-411.599991E-6,5.80000,
,,,-411.499990E-6,5.80000,
,,,-411.399989E-6,5.80000,
,,,-411.299989E-6,5.80000,
,,,-411.199988E-6,5.80000,
,,,-411.099987E-6,5.80000,
,,,-411.000015E-6,5.80000,
,,,-410.900015E-6,5.80000,
,,,-410.800014E-6,6.00000,
,,,-410.700013E-6,6.00000,
,,,-410.600012E-6,6.00000,
,,,-410.500012E-6,5.80000,
,,,-410.400011E-6,6.00000,
,,,-410.300010E-6,6.00000,
,,,-410.200009E-6,5.80000,
,,,-410.100009E-6,5.80000,
,,,-410.000008E-6,6.00000,
,,,-409.900007E-6,5.80000,
,,,-409.800006E-6,6.00000,
,,,-409.700006E-6,5.80000,
,,,-409.600005E-6,5.80000,
,,,-409.500004E-6,6.00000,
,,,-409.400003E-6,5.80000,
,,,-409.300003E-6,5.60000,
,,,-409.200002E-6,5.80000,
,,,-409.100001E-6,5.80000,
,,,-409.000000E-6,6.00000,
,,,-408.899999E-6,5.80000,
,,,-408.799999E-6,6.00000,
,,,-408.699998E-6,5.80000,
,,,-408.599997E-6,6.00000,
,,,-408.499996E-6,6.00000,
,,,-408.399996E-6,5.80000,
,,,-408.299995E-6,5.60000,
,,,-408.199994E-6,5.80000,
,,,-408.099993E-6,5.80000,
,,,-407.999993E-6,6.00000,
,,,-407.899992E-6,5.80000,
,,,-407.799991E-6,6.00000,
,,,-407.699990E-6,5.80000,
,,,-407.599990E-6,5.80000,
,,,-407.499989E-6,5.80000,
,,,-407.399988E-6,5.60000,
,,,-407.299987E-6,6.00000,
,,,-407.200016E-6,5.60000,
,,,-407.100015E-6,6.00000,
,,,-407.000014E-6,5.60000,
,,,-406.900013E-6,5.80000,
,,,-406.800013E-6,5.80000,
,,,-406.700012E-6,5.80000,
,,,-406.600011E-6,6.00000,
,,,-406.500010E-6,6.00000,
,,,-406.400010E-6,5.80000,
,,,-406.300009E-6,5.80000,
,,,-406.200008E-6,5.80000,
,,,-406.100007E-6,5.80000,
,,,-406.000006E-6,5.60000,
,,,-405.900006E-6,6.00000,
,,,-405.800005E-6,6.00000,
,,,-405.700004E-6,5.60000,
,,,-405.600003E-6,6.00000,
,,,-405.500003E-6,5.80000,
,,,-405.400002E-6,6.00000,
,,,-405.300001E-6,6.00000,
,,,-405.200000E-6,6.00000,
,,,-405.100000E-6,5.80000,
,,,-404.999999E-6,6.20000,
,,,-404.899998E-6,5.80000,
,,,-404.799997E-6,5.60000,
,,,-404.699997E-6,6.00000,
,,,-404.599996E-6,6.00000,
,,,-404.499995E-6,5.80000,
,,,-404.399994E-6,5.60000,
,,,-404.299994E-6,6.00000,
,,,-404.199993E-6,6.00000,
,,,-404.099992E-6,5.80000,
,,,-403.999991E-6,6.00000,
,,,-403.899990E-6,6.00000,
,,,-403.799990E-6,6.00000,
,,,-403.699989E-6,5.80000,
,,,-403.599988E-6,5.60000,
,,,-403.499987E-6,5.80000,
,,,-403.40002E-6,6.00000,
,,,-403.30002E-6,6.00000,
,,,-403.20001E-6,5.80000,
,,,-403.10001E-6,5.80000,
,,,-403.00001E-6,6.20000,
,,,-402.90001E-6,5.60000,
,,,-402.80001E-6,5.80000,
,,,-402.70001E-6,6.00000,
,,,-402.60001E-6,5.80000,
,,,-402.50001E-6,6.00000,
,,,-402.40001E-6,5.80000,
,,,-402.30001E-6,6.00000,
,,,-402.20001E-6,5.40000,
,,,-402.10001E-6,5.60000,
,,,-402.00001E-6,5.80000,
,,,-401.90000E-6,5.60000,
,,,-401.80000E-6,5.80000,
,,,-401.70000E-6,5.80000,
,,,-401.60000E-6,6.20000,
,,,-401.50000E-6,6.00000,
,,,-401.40000E-6,6.00000,
,,,-401.30000E-6,5.80000,
,,,-401.20000E-6,5.80000,
,,,-401.10000E-6,5.80000,
,,,-401.00000E-6,6.00000,
,,,-400.90000E-6,5.60000,
,,,-400.80000E-6,5.80000,
,,,-400.70000E-6,5.80000,
,,,-400.59999E-6,5.80000,
,,,-400.49999E-6,5.80000,
,,,-400.39999E-6,5.60000,
,,,-400.29999E-6,5.80000,
,,,-400.19999E-6,6.00000,
,,,-400.09999E-6,5.60000,
,,,-399.99999E-6,5.80000,
,,,-399.89999E-6,5.80000,
,,,-399.79999E-6,5.80000,
,,,-399.69999E-6,5.80000,
,,,-399.59999E-6,5.60000,
,,,-399.50002E-6,5.80000,
,,,-399.40001E-6,5.80000,
,,,-399.30001E-6,5.60000,
,,,-399.20001E-6,6.00000,
,,,-399.10001E-6,5.80000,
,,,-399.00001E-6,5.80000,
,,,-398.90001E-6,6.00000,
,,,-398.80001E-6,5.80000,
,,,-398.70001E-6,6.00000,
,,,-398.60001E-6,5.80000,
,,,-398.50001E-6,5.60000,
,,,-398.40001E-6,6.00000,
,,,-398.30001E-6,6.00000,
,,,-398.20001E-6,5.60000,
,,,-398.10000E-6,6.00000,
,,,-398.00000E-6,6.00000,
,,,-397.90000E-6,5.60000,
,,,-397.80000E-6,5.60000,
,,,-397.70000E-6,5.80000,
,,,-397.60000E-6,6.00000,
,,,-397.50000E-6,5.80000,
,,,-397.40000E-6,5.80000,
,,,-397.30000E-6,5.80000,
,,,-397.20000E-6,5.80000,
,,,-397.10000E-6,5.80000,
,,,-397.00000E-6,5.80000,
,,,-396.90000E-6,5.80000,
,,,-396.79999E-6,5.80000,
,,,-396.69999E-6,6.20000,
,,,-396.59999E-6,5.60000,
,,,-396.49999E-6,6.00000,
,,,-396.39999E-6,6.00000,
,,,-396.29999E-6,5.80000,
,,,-396.19999E-6,5.80000,
,,,-396.09999E-6,6.00000,
,,,-395.99999E-6,6.00000,
,,,-395.89999E-6,5.80000,
,,,-395.79999E-6,5.80000,
,,,-395.70002E-6,6.00000,
,,,-395.60001E-6,5.80000,
,,,-395.50001E-6,6.00000,
,,,-395.40001E-6,6.00000,
,,,-395.30001E-6,6.00000,
,,,-395.20001E-6,6.00000,
,,,-395.10001E-6,5.60000,
,,,-395.00001E-6,5.80000,
,,,-394.90001E-6,5.80000,
,,,-394.80001E-6,6.00000,
,,,-394.70001E-6,5.60000,
,,,-394.60001E-6,5.80000,
,,,-394.50001E-6,5.80000,
,,,-394.40001E-6,5.80000,
,,,-394.30000E-6,5.80000,
,,,-394.20000E-6,6.20000,
,,,-394.10000E-6,6.00000,
,,,-394.00000E-6,6.00000,
